    INFO: 2024-04-03 14:57:24,111:               log.py:   20: Logging to /mnt/c/Users/dudbo/Documents/Code-Projects/COMP3331/lab04/mdpdf.log
   DEBUG: 2024-04-03 14:57:26,353:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,356:      pdf_renderer.py:  470: printSegment: text{Bytes Sent By Client} = (2) - (1) = 2818463652 - 2818463619 = 33 
   DEBUG: 2024-04-03 14:57:26,358:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,359:      pdf_renderer.py:  470: printSegment: text{ bytes} $$
   DEBUG: 2024-04-03 14:57:26,361:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2024-04-03 14:57:26,363:      pdf_renderer.py:  470: printSegment: Server:
   DEBUG: 2024-04-03 14:57:26,366:      pdf_renderer.py:  470: printSegment: $$ (1) 
   DEBUG: 2024-04-03 14:57:26,368:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,371:      pdf_renderer.py:  470: printSegment: text{Server inital sequence number after setup (Exclude SYN)} = 1247095791 $$
   DEBUG: 2024-04-03 14:57:26,373:      pdf_renderer.py:  470: printSegment: $$(2) 
   DEBUG: 2024-04-03 14:57:26,375:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,378:      pdf_renderer.py:  470: printSegment: text{Server final sequence number after sending data (Exlcude FIN)} = 1247095831$$
   DEBUG: 2024-04-03 14:57:26,380:      pdf_renderer.py:  470: printSegment: $$ 
   DEBUG: 2024-04-03 14:57:26,382:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,385:      pdf_renderer.py:  470: printSegment: text{Bytes Sent By Server} = (2) - (1) = 1247095831 - 1247095791 = 40 
   DEBUG: 2024-04-03 14:57:26,387:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,389:      pdf_renderer.py:  470: printSegment: text{ bytes} $$
   DEBUG: 2024-04-03 14:57:26,391:      pdf_renderer.py:  470: printSegment: Initially, during the connection setup the relationship is that each side has it
   DEBUG: 2024-04-03 14:57:26,393:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2024-04-03 14:57:26,403:      pdf_renderer.py:  470: printSegment: s own sequence number and we
   DEBUG: 2024-04-03 14:57:26,406:      pdf_renderer.py:  470: printSegment: increment the sequence number by one and assign it to the acknowledgement number in the SynAck.
   DEBUG: 2024-04-03 14:57:26,429:      pdf_renderer.py:  470: printSegment: Then the relationship is that we increment the sequence number with the length of the TCP data sent. This will be
   DEBUG: 2024-04-03 14:57:26,436:      pdf_renderer.py:  470: printSegment: put in the acknowledgement number in the response packet and repeats until we reach the connection tear down
   DEBUG: 2024-04-03 14:57:26,439:      pdf_renderer.py:  470: printSegment: phase.
   DEBUG: 2024-04-03 14:57:26,444:      pdf_renderer.py:  470: printSegment: During the teardown phase, we also increment the sequence number by one when sending a response to the FIN
   DEBUG: 2024-04-03 14:57:26,447:      pdf_renderer.py:  470: printSegment: segment.
   DEBUG: 2024-04-03 14:57:26,450:      pdf_renderer.py:  470: printSegment: At sender:
   DEBUG: 2024-04-03 14:57:26,453:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2024-04-03 14:57:26,455:      pdf_renderer.py:  470: printSegment: $$
   DEBUG: 2024-04-03 14:57:26,457:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,459:      pdf_renderer.py:  470: printSegment: text{Initial SeqNum} = 
   DEBUG: 2024-04-03 14:57:26,461:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,464:      pdf_renderer.py:  470: printSegment: text{ackNumber of received packet}$$
   DEBUG: 2024-04-03 14:57:26,466:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2024-04-03 14:57:26,468:      pdf_renderer.py:  470: printSegment: At receiver:
   DEBUG: 2024-04-03 14:57:26,470:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2024-04-03 14:57:26,472:      pdf_renderer.py:  470: printSegment: $$
   DEBUG: 2024-04-03 14:57:26,475:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,478:      pdf_renderer.py:  470: printSegment: text{ackNumber} = 
   DEBUG: 2024-04-03 14:57:26,480:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,485:      pdf_renderer.py:  470: printSegment: text{SeqNum of received packet} + 
   DEBUG: 2024-04-03 14:57:26,487:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2024-04-03 14:57:26,489:      pdf_renderer.py:  470: printSegment: text{lengthTCPSegment}$$
   DEBUG: 2024-04-03 14:57:26,494:      pdf_renderer.py:  470: printSegment: And if a SYN or FIN segment is received, then increment the sequence number by 1 and assign it as the
   DEBUG: 2024-04-03 14:57:26,497:      pdf_renderer.py:  470: printSegment: acknowledgement number
   DEBUG: 2024-04-03 14:57:26,502:      pdf_renderer.py:   53: 0, [1, 'Lab04', 1, 68.0]
   DEBUG: 2024-04-03 14:57:26,503:      pdf_renderer.py:   53: 1, [2, 'Exercise 1', 1, 106.0]
   DEBUG: 2024-04-03 14:57:26,504:      pdf_renderer.py:   53: 2, [3, '1.1) What is the IP address of gaia.cs.umass.edu? On what port number is it sending and receiving TCP segments for this connection? What are the IP address and TCP port numbers used by the client computer (source) that is transferring the file to gaia.cs.umass.edu?', 1, 182.40000000000003]
   DEBUG: 2024-04-03 14:57:26,505:      pdf_renderer.py:   53: 3, [3, '1.2) What is the sequence number of the TCP segment containing the HTTP POST command?', 1, 519.4178944040468]
   DEBUG: 2024-04-03 14:57:26,506:      pdf_renderer.py:   53: 4, [3, '1.3) Consider the TCP segment containing the HTTP POST as the first segment in the TCP connection', 2, 118.80000000000001]
   DEBUG: 2024-04-03 14:57:26,507:      pdf_renderer.py:   53: 5, [4, '1.3.a) What are the sequence numbers of the first six segments in the TCP connection (including the segment containing the HTTP POST) ', 2, 171.20000000000002]
   DEBUG: 2024-04-03 14:57:26,507:      pdf_renderer.py:   53: 6, [4, '1.3.b) At what time was each segment sent? When was the ACK for each segment received? Given the difference between when each TCP segment was sent and when its acknowledgement was received, what is the RTT value for each of the six segments?', 2, 273.20000000000005]
   DEBUG: 2024-04-03 14:57:26,508:      pdf_renderer.py:   53: 7, [4, '1.3.c) What is the EstimatedRTT value (see relevant parts of Section 3.5 or lecture slides) after receiving each ACK? Assume that the initial value of EstimatedRTT is equal to the measured RTT ( SampleRTT ) for the first segment and then is computed using the EstimatedRTT equation for all subsequent segments. Set alpha to 0.125', 2, 423.20000000000005]
   DEBUG: 2024-04-03 14:57:26,509:      pdf_renderer.py:   53: 8, [3, '1.4) What is the minimum amount of available buffer space advertised at the receiver for the entire trace? Does the lack of receiver buffer space ever throttle the sender?', 2, 702.8937297615544]
   DEBUG: 2024-04-03 14:57:26,510:      pdf_renderer.py:   53: 9, [3, '1.5) Are there any retransmitted segments in the trace file? To answer this question, what did you check for (in the trace)?', 3, 206.82739726027398]
   DEBUG: 2024-04-03 14:57:26,510:      pdf_renderer.py:   53: 10, [3, '1.6) How much data does the receiver typically acknowledge in an ACK? Can you identify cases where the receiver is ACKing every other received segment (recall the discussion about delayed acks from the lecture notes or Section 3.5 of the text)?', 3, 442.85422652856664]
   DEBUG: 2024-04-03 14:57:26,511:      pdf_renderer.py:   53: 11, [3, '1.7) What is the TCP connection', 3, 660.0542265285666]
   DEBUG: 2024-04-03 14:57:26,512:      pdf_renderer.py:   53: 12, [2, 'Exercise 2', 4, 339.16936957908314]
   DEBUG: 2024-04-03 14:57:26,513:      pdf_renderer.py:   53: 13, [3, '2.1) What is the sequence number of the TCP SYN segment that is used to initiate the TCP connection between the client computer and server?', 4, 386.7693695790831]
   DEBUG: 2024-04-03 14:57:26,514:      pdf_renderer.py:   53: 14, [3, '2.2) What is the sequence number of the SYNACK segment sent by the server to the client computer in reply to the SYN? What is the value of the Acknowledgement field in the SYNACK segment? How did the server determine that value?', 4, 462.369369579083]
   DEBUG: 2024-04-03 14:57:26,514:      pdf_renderer.py:   53: 15, [3, '2.3) What is the sequence number of the ACK segment sent by the client computer in response to the SYNACK? What is the value of the Acknowledgment field in this ACK segment? Does this segment contain any data?', 4, 585.9693695790829]
   DEBUG: 2024-04-03 14:57:26,515:      pdf_renderer.py:   53: 16, [3, '2.4) Who has done the active close? Is it the client or the server? How you have determined this? What type of closure has been performed? 3 Segment (FIN/FINACK/ACK), 4 Segment (FIN/ACK/FIN/ACK) or Simultaneous close?', 4, 697.5693695790828]
   DEBUG: 2024-04-03 14:57:26,516:      pdf_renderer.py:   53: 17, [3, '2.5)  How many data bytes have been transferred from the client to the server and from the server to the client during the whole duration of the connection? What relationship does this have with the Initial Sequence Number and the final ACK received from the other side?', 5, 255.60000000000002]
